mssv,ho_ten,ngay_sinh,khoa,nganh,tin_chi_tich_luy,tin_chi_yeu_cau,gpa_tich_luy,xep_loai_hoc_luc,diem_ren_luyen,chuandau_ngoai_ngu,chuandau_tin_hoc,chung_chi_gdqp_gddt,no_hoc_phi,ky_luat,ket_qua_xet_tot_nghiep,ly_do_chi_tiet
201A000910,Vu Van Giang,2002-12-19,Kinh te,Luat Kinh te,128,128,2.84,Kha,96,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000911,Nguyen Ngoc An,2002-10-31,Du lich,Quan tri Khach san,124,124,2.15,Trung binh,98,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Tin hoc
201A000912,Mai Quoc Lam,2002-10-19,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.41,Trung binh,93,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000913,Huynh Kim Quang,2002-10-20,Ngoai ngu,Ngon ngu Anh,125,125,3.28,Gioi,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000914,Le Phuong Phong,2002-12-19,Du lich,Quan tri Dich vu Du lich,124,124,3.33,Gioi,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000915,Truong Hoang An,2002-01-16,Kinh te,Marketing,128,128,2.59,Kha,69,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000916,Dang Thanh Lam,2002-12-30,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.76,Kha,65,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000917,Do Thi Lam,2002-08-04,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,1.87,Yeu,60,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000918,Hoang Van Vy,2002-12-29,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,3.58,Gioi,74,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000919,Mai Viet Thao,2002-10-21,Truyen thong,Truyen thong Da phuong tien,126,126,1.88,Yeu,52,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000920,Duong Nhat Khoa,2002-07-21,Ngoai ngu,Ngon ngu Trung Quoc,124,125,2.84,Kha,59,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 1 tin chi tich luy
201A000921,Trinh Viet An,2002-03-22,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.31,Gioi,72,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000922,Truong Quoc Quan,2002-06-18,Du lich,Quan tri Dich vu Du lich,124,124,3.42,Gioi,71,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000923,Phan Ngoc Cuong,2002-05-21,Kinh te,Quan tri Kinh doanh,128,128,1.97,Yeu,50,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000924,Huynh Tuyet Vy,2002-08-10,Du lich,Quan tri Khach san,124,124,3.27,Gioi,79,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000925,Vu Phuong Dung,2002-09-08,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,1.95,Yeu,90,Dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu)
201A000926,Cao Huu Thao,2002-02-14,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.87,Xuat sac,73,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000927,Ly Kim Vy,2002-07-09,Kinh te,Quan tri Kinh doanh,128,128,2.31,Trung binh,70,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000928,Vu Thi Giang,2002-01-13,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.26,Gioi,71,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000929,Truong Thi Nam,2002-04-07,Du lich,Quan tri Khach san,124,124,3.41,Gioi,81,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000930,Cao Quoc Bich,2002-12-06,Ngoai ngu,Ngon ngu Trung Quoc,125,125,1.89,Yeu,68,Dat,Chua dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu) | Chua dat chuan dau ra Tin hoc
201A000931,Vu Minh An,2002-08-13,Ngoai ngu,Ngon ngu Anh,125,125,3.31,Gioi,71,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000932,Huynh Phuong Lam,2002-04-25,Du lich,Quan tri Khach san,124,124,2.58,Kha,57,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000933,Trinh Thi Thao,2002-02-09,Kinh te,Tai chinh Ngan hang,128,128,3.89,Xuat sac,91,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000934,Dinh Minh Nhi,2002-01-08,Du lich,Quan tri Dich vu Du lich,120,124,2.62,Kha,61,Dat,Chua dat,Dat,0,0,Khong du dieu kien,Thieu 4 tin chi tich luy | Chua dat chuan dau ra Tin hoc
201A000935,Hoang Gia Cuong,2002-10-31,Du lich,Quan tri Khach san,121,124,2.8,Kha,81,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 3 tin chi tich luy
201A000936,Pham Khanh Yen,2002-01-15,Kinh te,Ke toan,116,128,2.96,Kha,58,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 12 tin chi tich luy
201A000937,Huynh Truc Hang,2002-06-18,Kinh te,Marketing,128,128,3.74,Xuat sac,82,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000938,Dang Kim Khoa,2002-07-12,Kinh te,Marketing,128,128,3.31,Gioi,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000939,Le Nhat Dung,2002-09-18,Kinh te,Luat Kinh te,128,128,3.73,Xuat sac,73,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000940,Pham Tuyet Thao,2002-08-25,Ngoai ngu,Ngon ngu Nhat,125,125,3.26,Gioi,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000941,Pham Minh Thinh,2002-06-15,Kinh te,Quan tri Kinh doanh,128,128,1.94,Yeu,50,Chua dat,Dat,Dat,0,0,Khong du dieu kien,GPA tich luy duoi 2.00 (Yeu) | Chua dat chuan dau ra Ngoai ngu
201A000942,Mai Ngoc Quan,2002-06-08,Truyen thong,Quan he Cong chuong,126,126,2.21,Trung binh,96,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000943,Huynh Phuong Dung,2002-05-24,Truyen thong,Quan he Cong chuong,126,126,2.81,Kha,71,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000944,Nguyen Duc Yen,2002-05-27,Ngoai ngu,Ngon ngu Nhat,125,125,2.13,Trung binh,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000945,Do Van Hang,2002-01-26,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.67,Kha,86,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000946,Hoang Duc Hang,2002-04-09,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.33,Gioi,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000947,Ly Quoc Lam,2002-05-24,Ngoai ngu,Ngon ngu Anh,125,125,3.85,Xuat sac,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000948,Dang Thanh Quang,2002-03-29,Ky thuat Cong nghe,Cong nghe Ky thuat O to,133,135,3.13,Kha,51,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 2 tin chi tich luy
201A000949,Trinh Tan Dung,2002-09-22,Truyen thong,Truyen thong Da phuong tien,126,126,2.73,Kha,63,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000950,Ngo Gia Cuong,2002-05-22,Cong nghe Thong tin,Ky thuat Phan mem,132,132,3.02,Kha,67,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000951,Cao Gia Khoa,2002-02-18,Truyen thong,Truyen thong Da phuong tien,126,126,3.91,Xuat sac,88,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000952,Cao Phuong Thinh,2002-06-15,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.39,Trung binh,62,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000953,Huynh Truc Nhi,2002-03-02,Kinh te,Marketing,128,128,2.09,Trung binh,97,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000954,Huynh Tan Thinh,2002-02-14,Truyen thong,Truyen thong Da phuong tien,126,126,3.82,Xuat sac,72,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000955,Phan Huu Quang,2002-05-27,Truyen thong,Quan he Cong chuong,126,126,2.17,Trung binh,56,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000956,Dang Hoang Dung,2002-03-09,Kinh te,Quan tri Kinh doanh,121,128,3.0,Kha,78,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 7 tin chi tich luy
201A000957,Cao Gia Hang,2002-11-16,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.8,Kha,71,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000958,Bui Phuong Nam,2002-12-30,Cong nghe Thong tin,Ky thuat Phan mem,124,132,2.62,Kha,55,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu 8 tin chi tich luy | Thieu chung chi GDQP-AN/GDDT
201A000959,Pham Gia Dung,2002-08-25,Kinh te,Marketing,128,128,2.22,Trung binh,66,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000960,Pham Gia Thinh,2002-12-01,Ky thuat Cong nghe,Cong nghe Ky thuat O to,128,135,2.75,Kha,80,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 7 tin chi tich luy
201A000961,Vu Hoang Bich,2002-08-21,Ngoai ngu,Ngon ngu Anh,125,125,2.45,Trung binh,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000962,Vu Duc Nhi,2002-09-28,Kinh te,Ke toan,122,128,3.33,Gioi,57,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 6 tin chi tich luy
201A000963,Dinh Khanh Nhi,2002-04-29,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.46,Gioi,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000964,Huynh Truc Cuong,2002-04-05,Ngoai ngu,Ngon ngu Anh,125,125,2.23,Trung binh,83,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000965,Dinh Phuong Thinh,2002-09-06,Ngoai ngu,Ngon ngu Anh,125,125,3.07,Kha,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000966,Hoang Nhat Thao,2002-06-07,Truyen thong,Quan he Cong chuong,126,126,2.46,Trung binh,76,Dat,Dat,Dat,1,0,Khong du dieu kien,Con no hoc phi / Chi phi thuat
201A000967,Pham Quoc Khoa,2002-01-19,Ngoai ngu,Ngon ngu Nhat,125,125,2.15,Trung binh,95,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000968,Vu Khanh Thinh,2002-03-03,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.73,Xuat sac,65,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000969,Ngo Thanh Dung,2002-08-21,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.43,Trung binh,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000970,Pham Khanh Yen,2002-12-30,Kinh te,Quan tri Kinh doanh,128,128,2.56,Kha,92,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000971,Vu Minh An,2002-02-01,Truyen thong,Truyen thong Da phuong tien,126,126,3.52,Gioi,87,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000972,Do Hoang Hang,2002-07-04,Truyen thong,Quan he Cong chuong,126,126,3.76,Xuat sac,84,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000973,Truong Van Cuong,2002-03-07,Ngoai ngu,Ngon ngu Nhat,125,125,3.41,Gioi,64,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000974,Ly Thanh Thinh,2002-05-22,Du lich,Quan tri Dich vu Du lich,118,124,3.26,Gioi,89,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 6 tin chi tich luy
201A000975,Nguyen Huu Vy,2002-04-11,Kinh te,Tai chinh Ngan hang,128,128,3.94,Xuat sac,52,Dat,Dat,Chua dat,0,0,Khong du dieu kien,Thieu chung chi GDQP-AN/GDDT
201A000976,Dang Truc Quang,2002-07-13,Cong nghe Thong tin,Cong nghe Thong tin,132,132,3.62,Xuat sac,82,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000977,Pham Phuong Nhi,2002-11-02,Ngoai ngu,Ngon ngu Trung Quoc,125,125,2.67,Kha,77,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000978,Do Thi Em,2002-10-25,Ngoai ngu,Ngon ngu Nhat,125,125,2.59,Kha,57,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000979,Nguyen Hoang Thao,2002-11-30,Truyen thong,Quan he Cong chuong,126,126,2.58,Kha,58,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000980,Vu Kim Thao,2002-04-21,Truyen thong,Truyen thong Da phuong tien,118,126,2.66,Kha,81,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 8 tin chi tich luy | Chua dat chuan dau ra Ngoai ngu
201A000981,Ly Khanh Phong,2002-05-27,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.41,Gioi,60,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Gioi
201A000982,Bui Hoang Phong,2002-06-14,Ngoai ngu,Ngon ngu Anh,125,125,3.24,Gioi,59,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000983,Vu Ngoc Giang,2002-03-12,Cong nghe Thong tin,An toan Thong tin,132,132,3.14,Kha,94,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000984,Tran Khanh Bich,2002-11-04,Truyen thong,Truyen thong Da phuong tien,126,126,3.04,Kha,55,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000985,Pham Truc Quan,2002-05-04,Kinh te,Logistics va Quan ly Chuoi cung ung,128,128,2.1,Trung binh,85,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000986,Le Khanh Cuong,2002-12-19,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.46,Trung binh,96,Chua dat,Dat,Chua dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu | Thieu chung chi GDQP-AN/GDDT
201A000987,Bui Van Mai,2002-01-26,Du lich,Quan tri Khach san,124,124,2.48,Trung binh,84,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000988,Hoang Phuong Phong,2002-06-27,Ngoai ngu,Ngon ngu Trung Quoc,125,125,3.9,Xuat sac,57,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000989,Le Thi Cuong,2002-04-13,Cong nghe Thong tin,Ky thuat Phan mem,129,132,2.79,Kha,92,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 3 tin chi tich luy
201A000990,Bui Ngoc Phong,2002-01-18,Truyen thong,Truyen thong Da phuong tien,126,126,3.15,Kha,80,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000991,Ngo Minh Nam,2002-04-27,Kinh te,Marketing,128,128,2.63,Kha,75,Chua dat,Dat,Dat,0,0,Khong du dieu kien,Chua dat chuan dau ra Ngoai ngu
201A000992,Nguyen Phuong Khoa,2002-02-12,Ngoai ngu,Ngon ngu Nhat,125,125,3.66,Xuat sac,50,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000993,Trinh Tuyet Linh,2002-05-13,Truyen thong,Quan he Cong chuong,126,126,2.03,Trung binh,54,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000994,Do Van Em,2002-10-17,Kinh te,Luat Kinh te,125,128,2.14,Trung binh,60,Dat,Dat,Dat,0,0,Khong du dieu kien,Thieu 3 tin chi tich luy
201A000995,Truong Duc Dung,2002-07-25,Cong nghe Thong tin,Ky thuat Phan mem,132,132,2.03,Trung binh,87,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000996,Trinh Huu Hang,2002-01-10,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,3.86,Xuat sac,97,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Xuat sac
201A000997,Ngo Duc Nam,2002-07-22,Ngoai ngu,Ngon ngu Anh,125,125,2.66,Kha,96,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A000998,Vo Tuyet Cuong,2002-03-31,Ky thuat Cong nghe,Cong nghe Ky thuat O to,135,135,2.44,Trung binh,65,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
201A000999,Ly Minh Dung,2002-05-27,Du lich,Quan tri Khach san,124,124,3.09,Kha,51,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Kha
201A001000,Pham Tuyet Quang,2002-04-30,Du lich,Quan tri Dich vu Du lich,124,124,2.26,Trung binh,73,Dat,Dat,Dat,0,0,Du dieu kien,Du dieu kien tot nghiep hang Trung binh
