mssv,ho_ten,ngay_sinh,khoa,nganh,nam_hoc,hoc_ky,gpa_hoc_ky,diem_ren_luyen,loai_hoc_bong_dang_ky,hoan_canh_kho_khan,vipham_ky_luat,no_hoc_phi,ket_qua_xet_hoc_bong,ly_do_truot_hoac_xep_loai
211A000808,Truong Kim Mai,2003-11-17,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,3.43,81,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000809,Nguyen Huu Quang,2003-02-01,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,3.8,68,Hoc bong Trai tim Hung Hau,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000810,Mai Minh Yen,2003-04-05,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,2.7,68,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000811,Ly Phuong Khoa,2003-01-07,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,3.72,86,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Xuat sac
211A000812,Duong Huu Lam,2003-10-18,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,2.82,84,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000813,Ngo Nhat Quang,2003-08-09,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 1,2.6,73,Hoc bong Dong hanh Vuot kho,1,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000814,Vo Viet Yen,2003-05-10,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,2.6,58,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000815,Phan Viet Em,2003-11-19,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 1,2.92,81,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000816,Nguyen Van Mai,2003-09-04,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,2.65,93,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000817,Huynh Gia Nam,2003-12-14,Kinh te,Marketing,2025-2026,Hoc ky 1,3.68,55,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000818,Phan Gia Thinh,2003-05-25,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,2.52,81,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000819,Dang Viet Khoa,2003-10-29,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 2,2.11,72,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000820,Ly Kim Nam,2003-06-26,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.46,72,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000821,Pham Truc Giang,2003-07-28,Kinh te,Luat Kinh te,2025-2026,Hoc ky 2,3.36,88,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000822,Huynh Duc Nam,2003-04-10,Kinh te,Ke toan,2025-2026,Hoc ky 2,3.48,97,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Gioi
211A000823,Dinh Truc Yen,2003-01-17,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 2,3.3,62,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000824,Hoang Viet Khoa,2003-11-06,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,3.35,97,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000825,Huynh Duc Hang,2003-11-11,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.91,55,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000826,Trinh Huu Dung,2003-04-29,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,2.46,80,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000827,Le Phuong Thinh,2003-02-13,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,2.74,78,Hoc bong Tai nang VHU,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000828,Tran Thanh Hang,2003-06-05,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 2,3.15,55,Hoc bong Dong hanh Vuot kho,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000829,Duong Thi Thao,2003-02-08,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,3.24,85,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000830,Duong Truc Nam,2003-05-07,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.49,85,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000831,Ly Quoc Nhi,2003-03-23,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,3.0,82,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000832,Bui Tan Nam,2003-06-03,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,2.94,78,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000833,Vo Minh Thao,2003-06-20,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,2.12,72,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000834,Nguyen Minh Khoa,2003-11-16,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 2,2.9,57,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000835,Bui Ngoc Mai,2003-03-13,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,3.06,87,Hoc bong Khuyen khich Hoc tap,1,0,0,Dat,Dat HB KKHT Loai Kha
211A000836,Phan Minh Bich,2003-05-01,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,3.69,86,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Xuat sac
211A000837,Cao Gia Yen,2003-11-11,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,2.71,99,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000838,Tran Quoc Em,2003-02-13,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 2,3.4,68,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000839,Vo Hoang Nam,2003-10-25,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 1,2.71,59,Hoc bong Tai nang VHU,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000840,Nguyen Hoang Giang,2003-05-16,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 1,2.99,64,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000841,Truong Khanh Lam,2003-12-13,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,2.65,99,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000842,Trinh Quoc An,2003-03-16,Kinh te,Luat Kinh te,2025-2026,Hoc ky 1,3.85,93,Hoc bong Tai nang VHU,0,0,0,Dat,Dat HB Tai nang VHU
211A000843,Ly Kim Thao,2003-08-14,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 1,2.72,59,Hoc bong Trai tim Hung Hau,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000844,Mai Quoc An,2003-02-23,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.22,66,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000845,Vo Duc Dung,2003-04-30,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,3.68,63,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000846,Phan Khanh Nhi,2003-11-29,Kinh te,Tai chinh Ngan hang,2025-2026,Hoc ky 2,3.76,87,Hoc bong Dong hanh Vuot kho,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000847,Cao Khanh Quang,2003-12-25,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,2.33,77,Hoc bong Trai tim Hung Hau,1,0,0,Khong dat,GPA hoac DRL khong dat muc toi thieu cho HB Trai tim Hung Hau
211A000848,Duong Gia Quan,2003-10-21,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,2.99,93,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000849,Phan Truc Thinh,2003-02-05,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,2.64,89,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000850,Truong Phuong Dung,2003-12-19,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.43,74,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000851,Do Hoang Mai,2003-06-26,Kinh te,Ke toan,2025-2026,Hoc ky 2,2.57,70,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000852,Vu Kim Thao,2003-07-25,Kinh te,Ke toan,2025-2026,Hoc ky 2,3.97,84,Hoc bong Dong hanh Vuot kho,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000853,Mai Quoc Hang,2003-07-13,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.05,82,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000854,Hoang Viet Khoa,2003-06-24,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.3,76,Hoc bong Tai nang VHU,1,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000855,Dinh Viet Quang,2003-10-31,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.04,93,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000856,Pham Viet Yen,2003-04-23,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,2.67,60,Hoc bong Trai tim Hung Hau,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000857,Ly Thanh Bich,2003-02-09,Kinh te,Marketing,2025-2026,Hoc ky 1,3.38,64,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000858,Duong Minh Phong,2003-01-24,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.98,98,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000859,Vu Viet Mai,2003-09-15,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.69,94,Hoc bong Tai nang VHU,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000860,Truong Tuyet Khoa,2003-10-22,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.52,96,Hoc bong Trai tim Hung Hau,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000861,Tran Kim Nhi,2003-05-29,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 1,3.08,93,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000862,Trinh Hoang Em,2003-04-30,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 1,2.52,64,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000863,Do Hoang Nhi,2003-03-19,Kinh te,Luat Kinh te,2025-2026,Hoc ky 2,2.77,71,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000864,Ly Ngoc Hang,2003-04-09,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.92,74,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000865,Vo Gia Phong,2003-04-18,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,3.03,98,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000866,Pham Minh Hang,2003-12-07,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,3.67,67,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000867,Cao Tan Quang,2003-11-24,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,3.84,62,Hoc bong Tai nang VHU,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000868,Hoang Tan Mai,2003-05-12,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 2,2.92,83,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000869,Cao Phuong An,2003-07-31,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.49,81,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000870,Le Thanh Nam,2003-01-29,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,3.32,64,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000871,Vo Ngoc Khoa,2003-07-26,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.34,68,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000872,Tran Truc Yen,2003-07-06,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,2.7,80,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000873,Duong Tuyet Linh,2003-09-03,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,3.14,97,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000874,Nguyen Huu Lam,2003-04-29,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,2.25,66,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000875,Trinh Hoang Nam,2003-10-03,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,2.42,96,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000876,Do Van Khoa,2003-04-06,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,3.2,91,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000877,Ngo Hoang Nhi,2003-04-11,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.52,68,Hoc bong Trai tim Hung Hau,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000878,Duong Viet Thinh,2003-04-04,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 2,3.14,84,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000879,Truong Kim Vy,2003-12-15,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,2.33,57,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000880,Bui Hoang Linh,2003-09-07,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 1,3.47,99,Hoc bong Trai tim Hung Hau,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000881,Vo Duc Hang,2003-05-19,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,2.93,92,Hoc bong Tai nang VHU,0,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000882,Vo Hoang Vy,2003-07-01,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,3.29,99,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000883,Do Quoc Phong,2003-12-08,Ngoai ngu,Ngon ngu Trung Quoc,2025-2026,Hoc ky 2,2.9,62,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000884,Do Truc Quan,2003-10-21,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 2,3.94,66,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000885,Trinh Quoc An,2003-12-25,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,2.59,61,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000886,Pham Phuong Dung,2003-12-21,Kinh te,Marketing,2025-2026,Hoc ky 1,3.76,83,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000887,Le Tan Hang,2003-05-30,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.02,71,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000888,Hoang Ngoc Khoa,2003-02-24,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,2.67,57,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000889,Nguyen Phuong Khoa,2003-09-27,Kinh te,Ke toan,2025-2026,Hoc ky 2,2.11,80,Hoc bong Khuyen khich Hoc tap,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000890,Dang Nhat Dung,2003-04-26,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,2.12,85,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000891,Ly Gia Yen,2003-09-05,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,2.36,59,Hoc bong Dong hanh Vuot kho,1,1,0,Khong dat,Vi pham ky luat trong hoc ky
211A000892,Dang Van Yen,2003-09-04,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,2.31,71,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000893,Ly Tuyet Vy,2003-05-25,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 2,3.16,57,Hoc bong Dong hanh Vuot kho,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000894,Cao Ngoc Nam,2003-02-07,Ngoai ngu,Ngon ngu Nhat,2025-2026,Hoc ky 1,2.39,66,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000895,Phan Tan Thao,2003-09-06,Cong nghe Thong tin,Khoa hoc Du lieu,2025-2026,Hoc ky 2,2.44,56,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000896,Hoang Huu Dung,2003-08-30,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,3.52,58,Hoc bong Tai nang VHU,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000897,Hoang Ngoc Thinh,2003-12-22,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.74,65,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000898,Bui Viet Vy,2003-07-13,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 1,3.2,81,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000899,Vu Van Mai,2003-10-05,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,3.95,65,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000900,Vo Thi Khoa,2003-03-25,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.77,75,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000901,Nguyen Gia Vy,2003-03-26,Cong nghe Thong tin,An toan Thong tin,2025-2026,Hoc ky 2,2.32,74,Hoc bong Trai tim Hung Hau,1,0,0,Khong dat,GPA hoac DRL khong dat muc toi thieu cho HB Trai tim Hung Hau
211A000902,Vo Ngoc Khoa,2003-02-26,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,2.64,63,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000903,Ly Tuyet Quang,2003-07-17,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,2.32,95,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
211A000904,Nguyen Phuong Nam,2003-11-09,Truyen thong,Truyen thong Da phuong tien,2025-2026,Hoc ky 1,2.4,91,Hoc bong Trai tim Hung Hau,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000905,Ly Huu Yen,2003-06-24,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,2.47,69,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000906,Ly Khanh Yen,2003-05-17,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 1,2.75,63,Hoc bong Tai nang VHU,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000907,Cao Gia Nam,2003-06-09,Cong nghe Thong tin,Ky thuat Phan mem,2025-2026,Hoc ky 1,3.34,92,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000908,Nguyen Nhat Nhi,2003-09-22,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.36,61,Hoc bong Dong hanh Vuot kho,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000909,Duong Tan Giang,2003-04-30,Cong nghe Thong tin,Cong nghe Thong tin,2025-2026,Hoc ky 2,3.6,69,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000910,Ngo Huu Thao,2003-02-16,Truyen thong,Quan he Cong chuong,2025-2026,Hoc ky 1,3.62,84,Hoc bong Trai tim Hung Hau,0,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000911,Pham Quoc Cuong,2003-06-01,Kinh te,Ke toan,2025-2026,Hoc ky 1,2.49,86,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000912,Phan Tuyet Mai,2003-12-08,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 2,2.9,92,Hoc bong Tai nang VHU,0,0,0,Khong dat,Yeu cau GPA >= 3.60 va DRL >= 90
211A000913,Bui Van Thinh,2003-03-13,Du lich,Quan tri Dich vu Du lich,2025-2026,Hoc ky 2,3.21,60,Hoc bong Khuyen khich Hoc tap,1,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000914,Huynh Viet Yen,2003-08-10,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 2,3.21,76,Hoc bong Khuyen khich Hoc tap,0,0,0,Dat,Dat HB KKHT Loai Kha
211A000915,Huynh Gia Nhi,2003-12-09,Ngoai ngu,Ngon ngu Anh,2025-2026,Hoc ky 1,2.49,82,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000916,Le Duc Nam,2003-08-03,Kinh te,Logistics va Quan ly Chuoi cung ung,2025-2026,Hoc ky 1,2.7,62,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000917,Vo Thanh Bich,2003-07-18,Du lich,Quan tri Khach san,2025-2026,Hoc ky 1,2.43,89,Hoc bong Dong hanh Vuot kho,1,0,0,Dat,Dat HB Dong hanh Vuot kho
211A000918,Trinh Thi Cuong,2003-06-28,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,2.56,83,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000919,Pham Viet Phong,2003-05-19,Ky thuat Cong nghe,Cong nghe Ky thuat O to,2025-2026,Hoc ky 1,2.8,65,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000920,Truong Nhat Linh,2003-07-26,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,2.48,89,Hoc bong Trai tim Hung Hau,1,0,1,Khong dat,Con no hoc phi / Chi phi khac
211A000921,Trinh Van Giang,2003-07-06,Kinh te,Quan tri Kinh doanh,2025-2026,Hoc ky 2,3.63,62,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Diem ren luyen duoi 70 (Yeu/Trung binh)
211A000922,Cao Van Giang,2003-12-23,Kinh te,Marketing,2025-2026,Hoc ky 2,2.48,85,Hoc bong Dong hanh Vuot kho,0,0,0,Khong dat,Khong thuoc doi tuong hoan canh gia dinh kho khan
211A000923,Phan Duc Quan,2003-08-22,Du lich,Quan tri Khach san,2025-2026,Hoc ky 2,2.48,90,Hoc bong Khuyen khich Hoc tap,0,0,0,Khong dat,GPA khong dat muc toi thieu 2.80 cho HB KKHT
